name,site,subtypes,category,type,borough,street,city,postal_code,us_state,latitude,longitude,rating,reviews,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,verified,location_link,place_id,google_id
Urbana Estates,https://urbanaestates.com/,Apartment rental agency,Apartment rental agency,Apartment rental agency,,990 S Smith Rd #5,Urbana,61802.0,Illinois,40.1050549,-88.1765289,3.3,42,12,2,5,7,16,18,True,"https://www.google.com/maps/place/Urbana+Estates/@40.1050549,-88.1765289,14z/data=!4m8!1m2!2m1!1sUrbana+Estates!3m4!1s0x880cd7db969630c9:0x2b2b9ed1c753932b!8m2!3d40.1050549!4d-88.1765289",ChIJyTCWltvXDIgRK5NTx9GeKys,0x880cd7db969630c9:0x2b2b9ed1c753932b
Copper View Apartments,https://www.rentcopperview.com/,Apartment complex,Apartment complex,Apartment complex,,2002 W Bradley Ave,Champaign,61821.0,Illinois,40.12813999999999,-88.28108999999999,4.7,277,14,2,2,12,247,96,True,"https://www.google.com/maps/place/Copper+View+Apartments/@40.128139999999995,-88.28108999999999,14z/data=!4m8!1m2!2m1!1sCopper+View+Apartments!3m4!1s0x406f8c94849c068d:0x17ef5e25fc877720!8m2!3d40.128139999999995!4d-88.28108999999999",ChIJjQachJSMb0ARIHeH_CVe7xc,0x406f8c94849c068d:0x17ef5e25fc877720
Crystal View Townhomes,https://crystalviewtownhomes.com/,Apartment rental agency,Apartment rental agency,Apartment rental agency,,102 E Stebbins Dr,Urbana,61801.0,Illinois,40.1199678,-88.2072675,3.9,31,4,0,5,7,15,15,False,"https://www.google.com/maps/place/Crystal+View+Townhomes/@40.1199678,-88.2072675,14z/data=!4m8!1m2!2m1!1sCrystal+View+Townhomes!3m4!1s0x880cd79d16f54c27:0x14da0b0b20945278!8m2!3d40.1199678!4d-88.2072675",ChIJJ0z1Fp3XDIgReFKUIAsL2hQ,0x880cd79d16f54c27:0x14da0b0b20945278
Capstone Quarters,http://www.capstonequarters.com/,Apartment complex,Apartment complex,Apartment complex,,1901 N Lincoln Ave,Urbana,61801.0,Illinois,40.1293973,-88.220123,3.8,109,25,2,6,13,63,67,True,"https://www.google.com/maps/place/Capstone+Quarters/@40.1293973,-88.220123,14z/data=!4m8!1m2!2m1!1sCapstone+Quarters!3m4!1s0x880cd76254434635:0x86edea92f9e5b2a5!8m2!3d40.1293973!4d-88.220123",ChIJNUZDVGLXDIgRpbLl-ZLq7YY,0x880cd76254434635:0x86edea92f9e5b2a5
ICON Apartments,https://www.iconchampaign.com/,Apartment building,Apartment building,Apartment building,Midtown,309 E Springfield Ave,Champaign,61820.0,Illinois,40.112279,-88.2344933,4.5,21,2,1,0,0,18,25,True,"https://www.google.com/maps/place/ICON+Apartments/@40.112279,-88.2344933,14z/data=!4m8!1m2!2m1!1sICON+Apartments!3m4!1s0x880cd7a597a127d3:0xe5292e67b6dda3b6!8m2!3d40.112279!4d-88.2344933",ChIJ0yehl6XXDIgRtqPdtmcuKeU,0x880cd7a597a127d3:0xe5292e67b6dda3b6
West Quad,https://www.westquad.com/%3Fswitch_cls%5Bid%5D%3D65688%26utm_source%3Da53_gbp_website%26utm_medium%3Dorganic,"Apartment complex, Apartment building",Apartment complex,Apartment complex,Campustown,29 E Green St,Champaign,61820.0,Illinois,40.1100757,-88.2414537,4.3,136,16,3,7,12,98,102,True,"https://www.google.com/maps/place/West+Quad/@40.110075699999996,-88.2414537,14z/data=!4m8!1m2!2m1!1sWest+Quad!3m4!1s0x880cd7378bf55285:0x94c319f923ebf5ad!8m2!3d40.110075699999996!4d-88.2414537",ChIJhVL1izfXDIgRrfXrI_kZw5Q,0x880cd7378bf55285:0x94c319f923ebf5ad
Green Street Towers,https://jsmliving.com/node/130567,Apartment complex,Apartment complex,Apartment complex,Campustown,616 E Green St,Champaign,61820.0,Illinois,40.1105931,-88.2296109,4.2,22,1,0,2,9,10,39,True,"https://www.google.com/maps/place/Green+Street+Towers/@40.110593099999996,-88.2296109,14z/data=!4m8!1m2!2m1!1sGreen+Street+Towers!3m4!1s0x880cd73f711c14d5:0xe66ea3d6e3076446!8m2!3d40.110593099999996!4d-88.2296109",ChIJ1RQccT_XDIgRRmQH49ajbuY,0x880cd73f711c14d5:0xe66ea3d6e3076446
Victoria Point Champaign IL Apartments,http://champaignilapartments.com/,"Apartment complex, Real estate rental agency",Apartment complex,Apartment complex,,2302 W John St,Champaign,61821.0,Illinois,40.1094937,-88.28435809999999,3.8,26,5,1,2,3,15,7,True,"https://www.google.com/maps/place/Victoria+Point+Champaign+IL+Apartments/@40.1094937,-88.28435809999999,14z/data=!4m8!1m2!2m1!1sVictoria+Point+Champaign+IL+Apartments!3m4!1s0x880cd0f58155f7b3:0xce3b270ddfa96966!8m2!3d40.1094937!4d-88.28435809999999",ChIJs_dVgfXQDIgRZmmp3w0nO84,0x880cd0f58155f7b3:0xce3b270ddfa96966
Octave Apartments,https://liveatoctave.com/%3Futm_source%3DGMB%26utm_medium%3Dorganic,Apartment building,Apartment building,Apartment building,,210 S 4th St,Champaign,61820.0,Illinois,40.1147027,-88.23306389999999,4.4,178,16,5,6,16,135,31,True,"https://www.google.com/maps/place/Octave+Apartments/@40.114702699999995,-88.23306389999999,14z/data=!4m8!1m2!2m1!1sOctave+Apartments!3m4!1s0x880cd7933cd27403:0xbcd9082d79002839!8m2!3d40.114702699999995!4d-88.23306389999999",ChIJA3TSPJPXDIgROSgAeS0I2bw,0x880cd7933cd27403:0xbcd9082d79002839
Town Center Apartments,https://www.evergreenreg.com/communities/town-center-apts/,"Apartment rental agency, Apartment building, Apartment complex",Apartment rental agency,Apartment rental agency,,2413 N Neil St,Champaign,61820.0,Illinois,40.1445689,-88.2507408,2.5,19,11,1,0,1,6,5,True,"https://www.google.com/maps/place/Town+Center+Apartments/@40.144568899999996,-88.2507408,14z/data=!4m8!1m2!2m1!1sTown+Center+Apartments!3m4!1s0x880cda1c8b7f2525:0x585d3680e3866b6d!8m2!3d40.144568899999996!4d-88.2507408",ChIJJSV_ixzaDIgRbWuG44A2XVg,0x880cda1c8b7f2525:0x585d3680e3866b6d
Midtown Plaza,https://ugroupcu.com/property-details/302-310-s-1st-midtown-plaza-champaign/%23,Apartment building,Apartment building,Apartment building,Midtown,310 S 1st St,Champaign,61820.0,Illinois,40.1137234,-88.23854539999999,2.2,15,9,1,1,1,3,17,False,"https://www.google.com/maps/place/Midtown+Plaza/@40.1137234,-88.23854539999999,14z/data=!4m8!1m2!2m1!1sMidtown+Plaza!3m4!1s0x880cd71bd65918dd:0x1e5ef43fd799f99c!8m2!3d40.1137234!4d-88.23854539999999",ChIJ3RhZ1hvXDIgRnPmZ1z_0Xh4,0x880cd71bd65918dd:0x1e5ef43fd799f99c
The Lodge on Hill,https://www.lodgeonhill.com/,Apartment building,Apartment building,Apartment building,Downtown Champaign,202 W Hill St,Champaign,61820.0,Illinois,40.1195186,-88.2455184,4.7,13,1,0,0,0,12,6,True,"https://www.google.com/maps/place/The+Lodge+on+Hill/@40.1195186,-88.2455184,14z/data=!4m8!1m2!2m1!1sThe+Lodge+on+Hill!3m4!1s0x880cd74d28a36b8b:0x472e582629a19313!8m2!3d40.1195186!4d-88.2455184",ChIJi2ujKE3XDIgRE5OhKSZYLkc,0x880cd74d28a36b8b:0x472e582629a19313
The Academy Campustown,https://www.theacademycampustown.com/%3Futm_source%3DGoogleMyBusiness%26utm_medium%3Dorganic%26utm_campaign%3DGMB,"Apartment complex, Student housing center",Apartment complex,Apartment complex,Campustown,708 S 6th St,Champaign,61820.0,Illinois,40.1095997,-88.23011319999999,3.3,65,24,1,2,9,29,67,True,"https://www.google.com/maps/place/The+Academy+Campustown/@40.1095997,-88.23011319999999,14z/data=!4m8!1m2!2m1!1sThe+Academy+Campustown!3m4!1s0x880cd7ceddb78237:0xe4293cc848887873!8m2!3d40.1095997!4d-88.23011319999999",ChIJN4K33c7XDIgRc3iISMg8KeQ,0x880cd7ceddb78237:0xe4293cc848887873
Colonial Plaza Apartments,https://www.colonialapartmentsil.com/,"Apartment building, Apartment rental agency",Apartment building,Apartment building,,1806 W William St Apt 6,Champaign,61821.0,Illinois,40.1066096,-88.2774555,2.2,17,11,0,1,1,4,15,True,"https://www.google.com/maps/place/Colonial+Plaza+Apartments/@40.1066096,-88.2774555,14z/data=!4m8!1m2!2m1!1sColonial+Plaza+Apartments!3m4!1s0x880cd1b1977ecabb:0xe52755c238739887!8m2!3d40.1066096!4d-88.2774555",ChIJu8p-l7HRDIgRh5hzOMJVJ-U,0x880cd1b1977ecabb:0xe52755c238739887
Illini Manor Apartments,https://jsmliving.com/node/129751,Apartment building,Apartment building,Apartment building,,401 E Chalmers St,Champaign,61820.0,Illinois,40.1066471,-88.2330317,2.6,15,6,3,0,3,3,17,True,"https://www.google.com/maps/place/Illini+Manor+Apartments/@40.106647099999996,-88.2330317,14z/data=!4m8!1m2!2m1!1sIllini+Manor+Apartments!3m4!1s0x880cd7527ce08e3f:0x2acd06029dc07d21!8m2!3d40.106647099999996!4d-88.2330317",ChIJP47gfFLXDIgRIX3AnQIGzSo,0x880cd7527ce08e3f:0x2acd06029dc07d21
Midtown Properties,http://midtownpropcu.com/,"Apartment building, Apartment rental agency, Furnished apartment building",Apartment building,Apartment building,,315 E University Ave,Champaign,61821.0,Illinois,40.116118,-88.23385239999999,5.0,17,0,0,0,0,17,45,True,"https://www.google.com/maps/place/Midtown+Properties/@40.116118,-88.23385239999999,14z/data=!4m8!1m2!2m1!1sMidtown+Properties!3m4!1s0x880cd74686f00c85:0x5ad0687e603ed69d!8m2!3d40.116118!4d-88.23385239999999",ChIJhQzwhkbXDIgRndY-YH5o0Fo,0x880cd74686f00c85:0x5ad0687e603ed69d
RDI Properties,http://rdi.properties/,Apartment rental agency,Apartment rental agency,Apartment rental agency,Downtown Champaign,101 W Vine St,Champaign,61820.0,Illinois,40.1219709,-88.243698,4.8,21,1,0,0,0,20,14,True,"https://www.google.com/maps/place/RDI+Properties/@40.1219709,-88.243698,14z/data=!4m8!1m2!2m1!1sRDI+Properties!3m4!1s0x880cd74d63861eb7:0xad5894abca2d2793!8m2!3d40.1219709!4d-88.243698",ChIJtx6GY03XDIgRkyctyquUWK0,0x880cd74d63861eb7:0xad5894abca2d2793
University Group,http://ugroupcu.com/,Apartment rental agency,Apartment rental agency,Apartment rental agency,Midtown,212 E Springfield Ave,Champaign,61820.0,Illinois,40.1128852,-88.2356592,4.0,1104,238,18,11,37,800,47,True,"https://www.google.com/maps/place/University+Group/@40.1128852,-88.2356592,14z/data=!4m8!1m2!2m1!1sUniversity+Group!3m4!1s0x880cd749adf8f25f:0x7081e12f4c1e30f5!8m2!3d40.1128852!4d-88.2356592",ChIJX_L4rUnXDIgR9TAeTC_hgXA,0x880cd749adf8f25f:0x7081e12f4c1e30f5
MHM Properties,http://www.mhmproperties.com/,"Apartment rental agency, Apartment building, Furnished apartment building",Apartment rental agency,Apartment rental agency,,303 S 5th St,Champaign,61820.0,Illinois,40.1140313,-88.23235009999999,4.6,66,6,0,1,1,58,75,True,"https://www.google.com/maps/place/MHM+Properties/@40.1140313,-88.23235009999999,14z/data=!4m8!1m2!2m1!1sMHM+Properties!3m4!1s0x880cd7468cfa1ded:0xd648b02b9ce4f913!8m2!3d40.1140313!4d-88.23235009999999",ChIJ7R36jEbXDIgRE_nknCuwSNY,0x880cd7468cfa1ded:0xd648b02b9ce4f913
Hunters Pond Apartment Homes,https://www.hunterspond-apartments.com/%3Futm_source%3DGMB%26utm_medium%3Dorganic,"Apartment rental agency, Apartment building, Apartment complex",Apartment rental agency,Apartment rental agency,,2717 Hunters Pond Run,Champaign,61820.0,Illinois,40.1483293,-88.2446949,4.1,314,37,10,20,49,198,240,True,"https://www.google.com/maps/place/Hunters+Pond+Apartment+Homes/@40.1483293,-88.2446949,14z/data=!4m8!1m2!2m1!1sHunters+Pond+Apartment+Homes!3m4!1s0x880cd74eaaaaaaab:0x1956052eed839eb8!8m2!3d40.1483293!4d-88.2446949",ChIJq6qqqk7XDIgRuJ6D7S4FVhk,0x880cd74eaaaaaaab:0x1956052eed839eb8
Moisson Properties,https://www.moissonproperties.net/,"Apartment rental agency, Apartment building",Apartment rental agency,Apartment rental agency,Downtown Champaign,106 W Springfield Ave,Champaign,61820.0,Illinois,40.1128863,-88.2445516,4.7,15,1,0,0,0,14,2,True,"https://www.google.com/maps/place/Moisson+Properties/@40.1128863,-88.2445516,14z/data=!4m8!1m2!2m1!1sMoisson+Properties!3m4!1s0x880cd7339d703277:0xec36ff8217399531!8m2!3d40.1128863!4d-88.2445516",ChIJdzJwnTPXDIgRMZU5F4L_Nuw,0x880cd7339d703277:0xec36ff8217399531
Michigan East Apartments,http://michiganeapts.com/,Apartment rental agency,Apartment rental agency,Apartment rental agency,,404 E Michigan Ave,Urbana,61801.0,Illinois,40.1025188,-88.2032589,4.0,61,8,2,8,9,34,41,True,"https://www.google.com/maps/place/Michigan+East+Apartments/@40.1025188,-88.2032589,14z/data=!4m8!1m2!2m1!1sMichigan+East+Apartments!3m4!1s0x880cd7b1631ab6a9:0x1c9c40d390283bad!8m2!3d40.1025188!4d-88.2032589",ChIJqbYaY7HXDIgRrTsokNNAnBw,0x880cd7b1631ab6a9:0x1c9c40d390283bad
75 Armory,http://www.75armory.com/,"Apartment rental agency, Apartment complex, Furnished apartment building, Housing complex, Student housing center",Apartment rental agency,Apartment rental agency,,75 E Armory Ave,Champaign,61820.0,Illinois,40.1049731,-88.23889229999999,3.7,75,19,4,4,5,43,40,True,"https://www.google.com/maps/place/75+Armory/@40.104973099999995,-88.23889229999999,14z/data=!4m8!1m2!2m1!1s75+Armory!3m4!1s0x880cd7311fb80657:0x9980ad9ff70d03e6!8m2!3d40.104973099999995!4d-88.23889229999999",ChIJVwa4HzHXDIgR5gMN95-tgJk,0x880cd7311fb80657:0x9980ad9ff70d03e6
The Inman by Royse + Brinkmeyer,https://www.roysebrinkmeyer.com/inman,"Apartment rental agency, Apartment building",Apartment rental agency,Apartment rental agency,Downtown Champaign,17 E University Ave,Champaign,61820.0,Illinois,40.116058,-88.242457,4.7,38,3,0,0,1,34,16,True,"https://www.google.com/maps/place/The+Inman+by+Royse+%2B+Brinkmeyer/@40.116057999999995,-88.242457,14z/data=!4m8!1m2!2m1!1sThe+Inman+by+Royse+%2B+Brinkmeyer!3m4!1s0x880cd74bf2b45493:0x580d58ab63a920b9!8m2!3d40.116057999999995!4d-88.242457",ChIJk1S08kvXDIgRuSCpY6tYDVg,0x880cd74bf2b45493:0x580d58ab63a920b9
Gentry Square Apartments,http://www.gentrysquareapartments.com/,Apartment complex,Apartment complex,Apartment complex,,1712 Gentry Square Ln,Champaign,61821.0,Illinois,40.092248,-88.27505,4.5,102,3,2,9,15,73,30,True,"https://www.google.com/maps/place/Gentry+Square+Apartments/@40.092248,-88.27505,14z/data=!4m8!1m2!2m1!1sGentry+Square+Apartments!3m4!1s0x880cd0e2b23cb1b1:0xa24277704bbbac59!8m2!3d40.092248!4d-88.27505",ChIJsbE8suLQDIgRWay7S3B3QqI,0x880cd0e2b23cb1b1:0xa24277704bbbac59
The Legends Apartments & Homes,http://www.thelegendschampaign.com/,Apartment complex,Apartment complex,Apartment complex,,4422 Nicklaus Dr,Champaign,61822.0,Illinois,40.0764014,-88.3173633,4.8,183,1,3,6,15,158,76,True,"https://www.google.com/maps/place/The+Legends+Apartments+%26+Homes/@40.0764014,-88.3173633,14z/data=!4m8!1m2!2m1!1sThe+Legends+Apartments+%26+Homes!3m4!1s0x880cd1ddb41a875f:0x8c5788f4ff241be4!8m2!3d40.0764014!4d-88.3173633",ChIJX4catN3RDIgR5Bsk__SIV4w,0x880cd1ddb41a875f:0x8c5788f4ff241be4
Baytowne Apartments,http://www.baytowne.net/,"Apartment complex, Apartment building, Apartment rental agency, Real estate rental agency",Apartment complex,Apartment complex,,1000 Baytowne Dr,Champaign,61822.0,Illinois,40.1407631,-88.2625723,4.5,64,3,1,3,10,47,52,True,"https://www.google.com/maps/place/Baytowne+Apartments/@40.1407631,-88.2625723,14z/data=!4m8!1m2!2m1!1sBaytowne+Apartments!3m4!1s0x880cda0dbad7cf33:0x5c880c9c57fe56ad!8m2!3d40.1407631!4d-88.2625723",ChIJM8_Xug3aDIgRrVb-V5wMiFw,0x880cda0dbad7cf33:0x5c880c9c57fe56ad
Windsor West Apartments,http://www.windsorwest.com/,Apartment complex,Apartment complex,Apartment complex,,2402 Fields S Dr,Champaign,61822.0,Illinois,40.0835985,-88.30735519999999,4.8,226,6,1,4,10,205,135,True,"https://www.google.com/maps/place/Windsor+West+Apartments/@40.0835985,-88.30735519999999,14z/data=!4m8!1m2!2m1!1sWindsor+West+Apartments!3m4!1s0x880cd1c8be9145a7:0x35fd6aa05cd31136!8m2!3d40.0835985!4d-88.30735519999999",ChIJp0WRvsjRDIgRNhHTXKBq_TU,0x880cd1c8be9145a7:0x35fd6aa05cd31136
Westbury Townhomes,https://www.fairlawnre.com/,Apartment complex,Apartment complex,Apartment complex,,1801 W John St,Champaign,61821.0,Illinois,40.1086575,-88.2774872,4.0,19,3,2,0,1,13,21,True,"https://www.google.com/maps/place/Westbury+Townhomes/@40.1086575,-88.2774872,14z/data=!4m8!1m2!2m1!1sWestbury+Townhomes!3m4!1s0x880cd0d4082b0bd7:0xbe8951df717fe9c3!8m2!3d40.1086575!4d-88.2774872",ChIJ1wsrCNTQDIgRw-l_cd9Rib4,0x880cd0d4082b0bd7:0xbe8951df717fe9c3
Crescent Pointe Apartments,http://crescentpointechampaign.com/,Apartment complex,Apartment complex,Apartment complex,,621 Crescent Dr,Champaign,61821.0,Illinois,40.1097308,-88.2817216,2.3,18,10,1,2,1,4,8,True,"https://www.google.com/maps/place/Crescent+Pointe+Apartments/@40.1097308,-88.2817216,14z/data=!4m8!1m2!2m1!1sCrescent+Pointe+Apartments!3m4!1s0x880cd0f4f20bc9bf:0xdd02436d090f254c!8m2!3d40.1097308!4d-88.2817216",ChIJv8kL8vTQDIgRTCUPCW1DAt0,0x880cd0f4f20bc9bf:0xdd02436d090f254c
Westgate Apartments,http://www.westgateapts.net/,"Apartment complex, Apartment building, Apartment rental agency, Real estate rental agency",Apartment complex,Apartment complex,,1600 W Bradley Ave,Champaign,61821.0,Illinois,40.1281324,-88.2747459,3.6,34,10,1,1,2,20,36,True,"https://www.google.com/maps/place/Westgate+Apartments/@40.1281324,-88.2747459,14z/data=!4m8!1m2!2m1!1sWestgate+Apartments!3m4!1s0x880cd09ca410160d:0x616a25dc0f0e9ff!8m2!3d40.1281324!4d-88.2747459",ChIJDRYQpJzQDIgR_-nwwF2iFgY,0x880cd09ca410160d:0x616a25dc0f0e9ff
Ashton Woods,https://www.housing.illinois.edu/Living-Communities/Apartments/Ashton-Woods,"Apartment complex, Student housing center",Apartment complex,Apartment complex,,2221 S 1st St,Champaign,61820.0,Illinois,40.0853593,-88.2387619,3.8,23,4,1,1,7,10,12,True,"https://www.google.com/maps/place/Ashton+Woods/@40.0853593,-88.2387619,14z/data=!4m8!1m2!2m1!1sAshton+Woods!3m4!1s0x880cd6d131b18e9d:0xa351e97c78f80c54!8m2!3d40.0853593!4d-88.2387619",ChIJnY6xMdHWDIgRVAz4eHzpUaM,0x880cd6d131b18e9d:0xa351e97c78f80c54
Lancaster Apartments,https://lancasterapts.com/,Apartment building,Apartment building,Apartment building,,112 E Chalmers St,Champaign,61820.0,Illinois,40.1066951,-88.2372633,2.7,29,15,2,0,0,12,12,True,"https://www.google.com/maps/place/Lancaster+Apartments/@40.106695099999996,-88.2372633,14z/data=!4m8!1m2!2m1!1sLancaster+Apartments!3m4!1s0x880cd736f47d1b19:0x9d6c52189ea00913!8m2!3d40.106695099999996!4d-88.2372633",ChIJGRt99DbXDIgREwmgnhhSbJ0,0x880cd736f47d1b19:0x9d6c52189ea00913
Oakwood Trace Apartments,http://www.wallickcommunities.com/apartments/apartment.asp%3Fpid%3D93,Apartment complex,Apartment complex,Apartment complex,,1121 N Oak St,Champaign,61820.0,Illinois,40.1271006,-88.2352674,3.7,36,4,1,11,7,13,27,False,"https://www.google.com/maps/place/Oakwood+Trace+Apartments/@40.1271006,-88.2352674,14z/data=!4m8!1m2!2m1!1sOakwood+Trace+Apartments!3m4!1s0x880cd6b3b7e89345:0xf1f44b273c87f199!8m2!3d40.1271006!4d-88.2352674",ChIJRZPot7PWDIgRmfGHPCdL9PE,0x880cd6b3b7e89345:0xf1f44b273c87f199
Windcrest Apartments,https://www.windcrestapts.com/,"Apartment rental agency, Housing complex",Apartment rental agency,Apartment rental agency,,404 Edgebrook Dr,Champaign,61820.0,Illinois,40.1317248,-88.2487374,3.2,55,20,4,1,7,23,18,True,"https://www.google.com/maps/place/Windcrest+Apartments/@40.1317248,-88.2487374,14z/data=!4m8!1m2!2m1!1sWindcrest+Apartments!3m4!1s0x880cd1802a8a41e7:0x3330fdc33942f91c!8m2!3d40.1317248!4d-88.2487374",ChIJ50GKKoDRDIgRHPlCOcP9MDM,0x880cd1802a8a41e7:0x3330fdc33942f91c
Nantucket Cove Apartments,http://liveatnantucketcove.com/%3Fswitch_cls%5Bid%5D%3D72365,"Apartment complex, Apartment building",Apartment building,Apartment complex,,2001 Moreland Blvd,Champaign,61822.0,Illinois,40.1401828,-88.2519554,3.7,125,30,8,4,10,73,87,True,"https://www.google.com/maps/place/Nantucket+Cove+Apartments/@40.1401828,-88.2519554,14z/data=!4m8!1m2!2m1!1sNantucket+Cove+Apartments!3m4!1s0x880cda04f6a73edf:0x427359ee2f90ad2b!8m2!3d40.1401828!4d-88.2519554",ChIJ3z6n9gTaDIgRK62QL-5Zc0I,0x880cda04f6a73edf:0x427359ee2f90ad2b
Mattis North Apartments,,Apartment rental agency,Apartment rental agency,Apartment rental agency,,2000 N Mattis Ave,Champaign,61821.0,Illinois,40.137423,-88.27664109999999,2.6,61,29,5,5,8,14,39,True,"https://www.google.com/maps/place/Mattis+North+Apartments/@40.137423,-88.27664109999999,14z/data=!4m8!1m2!2m1!1sMattis+North+Apartments!3m4!1s0x880cda798b1a7831:0xb53a87451c50b797!8m2!3d40.137423!4d-88.27664109999999",ChIJMXgai3naDIgRl7dQHEWHOrU,0x880cda798b1a7831:0xb53a87451c50b797
The Dean Campustown,https://www.thedean.com/campustown/%3Futm_source%3DGoogleMyBusiness%26utm_medium%3Dorganic%26utm_campaign%3DGMB,"Apartment complex, Student housing center",Apartment complex,Apartment complex,Campustown,708 S 6th St,Champaign,61820.0,Illinois,40.1095997,-88.23011319999999,3.8,213,57,5,2,18,131,183,True,"https://www.google.com/maps/place/The+Dean+Campustown/@40.1095997,-88.23011319999999,14z/data=!4m8!1m2!2m1!1sThe+Dean+Campustown!3m4!1s0x880cd73f20844fab:0x360d6f786d635e1a!8m2!3d40.1095997!4d-88.23011319999999",ChIJq0-EID_XDIgRGl5jbXhvDTY,0x880cd73f20844fab:0x360d6f786d635e1a
